12957755, satellitedata, ??, 5.5, 12.95, 77.55, 887.0
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
1/1/2010,00:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,19.5565,?,0,19.1305,?,0,0,?,0,919.12,?,0,156.805757944,?,0,2.39626,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2010,01:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,19.4535,?,0,18.9806,?,0,0,?,0,918.615,?,0,158.598708965,?,0,2.2548,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2010,02:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,19.2921,?,0,18.8162,?,0,0,?,0,918.265,?,0,161.830004425,?,0,2.03435,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2010,03:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,19.1203,?,0,18.655,?,0,0,?,0,918.184,?,0,163.995073202,?,0,1.83221,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2010,04:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,18.9974,?,0,18.5344,?,0,0,?,0,918.675,?,0,165.649846542,?,0,1.66449,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2010,05:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,18.8888,?,0,18.4041,?,0,0,?,0,919.607,?,0,169.265810158,?,0,1.54019,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2010,06:00,0,0,0.0,?,0,0.0,?,0,0.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,18.9588,?,0,18.3026,?,0,0,?,0,920.376,?,0,174.923149579,?,0,1.54771,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2010,07:00,0,0,130.0,?,0,408.0,?,0,60.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,19.7779,?,0,18.532,?,0,0,?,0,921.376,?,0,181.715436544,?,0,1.69958,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2010,08:00,0,0,361.0,?,0,697.0,?,0,93.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,21.4305,?,0,19.321,?,0,0,?,0,922.049,?,0,182.725399999,?,0,1.84865,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2010,09:00,0,0,574.0,?,0,817.0,?,0,112.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,23.6081,?,0,19.855,?,0,0,?,0,922.002,?,0,184.526532911,?,0,2.14529,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2010,10:00,0,0,742.0,?,0,882.0,?,0,122.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,25.3582,?,0,19.4032,?,0,0,?,0,921.429,?,0,185.718708896,?,0,2.55698,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2010,11:00,0,0,845.0,?,0,914.0,?,0,127.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,26.4322,?,0,18.9766,?,0,0,?,0,920.224,?,0,184.659821492,?,0,2.82015,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2010,12:00,0,0,875.0,?,0,922.0,?,0,129.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,26.9155,?,0,18.5128,?,0,0,?,0,919.304,?,0,181.43062828,?,0,3.03585,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2010,13:00,0,0,828.0,?,0,910.0,?,0,126.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,26.8231,?,0,18.1694,?,0,0,?,0,918.359,?,0,176.519923458,?,0,3.21045,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2010,14:00,0,0,709.0,?,0,871.0,?,0,120.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,26.2198,?,0,17.8747,?,0,0,?,0,917.684,?,0,174.323166637,?,0,3.2356,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2010,15:00,0,0,530.0,?,0,776.0,?,0,120.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,25.22,?,0,17.5729,?,0,0,?,0,917.862,?,0,173.254884992,?,0,3.14431,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2010,16:00,0,0,292.0,?,0,565.0,?,0,100.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,23.5827,?,0,17.6644,?,0,0,?,0,918.231,?,0,171.931025529,?,0,2.93796,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
1/1/2010,17:00,0,0,78.0,?,0,246.0,?,0,48.0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,21.7407,?,0,17.7483,?,0,0,?,0,919.172,?,0,171.235594055,?,0,2.91762,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,?,0
